id,Source,Page_URL,Followers,Date,Time,Time Zone,Interactions,Post Type,Post_Message,Post_Link
"2008","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-06-29","09:45:10","GMT-0400 ","79918","Facebook","Because the media wants you to know ONLY when a tragedy happens in a non-Muslim country and calls it a 'terrorist attack' ... they don't want you to know that terrorists kill Muslims too !","https://www.facebook.com/MuslimAmerica/posts/1629122040738231"
"2009","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-11","14:11:00","GMT-0400 ","35275","Facebook","Share if you believe Muslims have nothing to do with 9/11. Let's see how many people know the truth !
","https://www.facebook.com/MuslimAmerica/posts/1666416567008778"
"2010","United Muslims of America","Facebook.com/MuslimAmerica","229149","2017-02-07","12:17:00","GMT-0500 ","22340","Facebook","But you won't see that on Fox News, Share and tell everyone!","https://www.facebook.com/MuslimAmerica/posts/1753132278337206"
"2011","United Muslims of America","Facebook.com/MuslimAmerica","229804","2017-02-08","11:39:05","GMT-0500 ","22156","Facebook","Praying JamaAa , #Manhattan #NewYork, MashaAllah! Share and show the world!","https://www.facebook.com/MuslimAmerica/posts/1753691551614612"
"2012","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-02-16","13:08:01","GMT-0500 ","20443","Facebook","You can be Anyone from Anywhere,but in Islam YOU ARE EQUAL :)","https://www.facebook.com/MuslimAmerica/posts/1557768534540249"
"2013","United Muslims of America","Facebook.com/MuslimAmerica","264227","2017-03-28","13:22:00","GMT-0400 ","20185","Facebook","Let's see how manny supporters of our sister!","https://www.facebook.com/MuslimAmerica/posts/1780487048935062"
"2014","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-18","12:11:01","GMT-0400 ","19368","Facebook","SHARE IF YOU RESPECT HER TOO...","https://www.facebook.com/MuslimAmerica/posts/1685879848395783"
"2015","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-02","14:02:00","GMT-0400 ","13453","Facebook","Pope Francis is telling some truth. watch and share","https://www.facebook.com/MuslimAmerica/posts/1646748465642255"
"2016","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-03","13:31:01","GMT-0400 ","13011","Facebook","ISIS ARE NOT MUSLIMS, AND MUSLIMS ARE NOT ISIS!","https://www.facebook.com/MuslimAmerica/posts/1679687589015009"
"2017","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-07-16","14:03:00","GMT-0400 ","12530","Facebook","Like and share if you relate to this ...","https://www.facebook.com/MuslimAmerica/posts/1637786996538402"
"2018","United Muslims of America","Facebook.com/MuslimAmerica","208184","2017-01-08","11:07:06","GMT-0500 ","10827","Facebook","ISIS ARE NOT MUSLIMS, AND MUSLIMS ARE NOT ISIS!","https://www.facebook.com/MuslimAmerica/posts/1731844967132604"
"2019","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-06-30","15:14:00","GMT-0400 ","10245","Facebook","Terrorists hijacked Islam and killing everyone Muslims and non-Muslims and even themselves then blaming Islam !!! #prayforTurkey","https://www.facebook.com/MuslimAmerica/posts/1629620237355078"
"2020","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-12-04","12:35:01","GMT-0500 ","10116","Facebook","Let this sink in for a while...","https://www.facebook.com/MuslimAmerica/posts/1717339498583151"
"2021","United Muslims of America","Facebook.com/MuslimAmerica","312930","2017-06-28","13:42:00","GMT-0400 ","10098","Facebook","Yeah, Hatters gonna hate lol","https://www.facebook.com/MuslimAmerica/posts/1830720013911765"
"2022","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-05-31","13:38:00","GMT-0400 ","9824","Facebook","Michigan Walmart's discounts for Ramadan the holy month :)","https://www.facebook.com/MuslimAmerica/posts/1615211478795954"
"2023","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-24","20:08:00","GMT-0400 ","9505","Facebook","May Allah Bless you champ !","https://www.facebook.com/MuslimAmerica/posts/1658699861113782"
"2024","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-08","15:11:00","GMT-0400 ","9356","Facebook","LIKE AND SHARE IF YOU ARE PROUD OF HER !","https://www.facebook.com/MuslimAmerica/posts/1650090898641345"
"2025","United Muslims of America","Facebook.com/MuslimAmerica","224603","2017-02-02","11:08:41","GMT-0500 ","8913","Facebook","Like and Share if you are a Muslim And proud !","https://www.facebook.com/MuslimAmerica/posts/1750426055274495"
"2026","United Muslims of America","Facebook.com/MuslimAmerica","221858","2017-01-30","15:30:00","GMT-0500 ","8564","Facebook","Now this is a true #American #Patriot!","https://www.facebook.com/MuslimAmerica/posts/1748716608778773"
"2027","United Muslims of America","Facebook.com/MuslimAmerica","278341","2017-05-21","12:14:00","GMT-0400 ","7954","Facebook","You can be Anyone from Anywhere BUT IN ISLAM WE ARE ALL THE SAME!","https://www.facebook.com/MuslimAmerica/posts/1801464850170615"
"2028","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-06","16:42:01","GMT-0400 ","7907","Facebook","You can be Anyone from Anywhere BUT IN ISLAM WE ARE ALL THE SAME!","https://www.facebook.com/MuslimAmerica/posts/1679744029009365"
"2029","United Muslims of America","Facebook.com/MuslimAmerica","267221","2017-04-15","12:52:00","GMT-0400 ","7061","Facebook","STOP BOMBING SYRIA!!!","https://www.facebook.com/MuslimAmerica/posts/1790418014608632"
"2030","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-28","16:57:00","GMT-0400 ","7037","Facebook","Share if you are proud of her :)","https://www.facebook.com/MuslimAmerica/posts/1677977939185974"
"2031","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-12-15","10:10:01","GMT-0500 ","6575","Facebook","Like and share to educate those who don't know the truth.","https://www.facebook.com/MuslimAmerica/posts/1724326051217829"
"2032","United Muslims of America","Facebook.com/MuslimAmerica","328202","2017-08-16","15:28:00","GMT-0400 ","6537","Facebook","SHARE IF YOU RESPECT HER TOO...","https://www.facebook.com/MuslimAmerica/posts/1857536587896774"
"2033","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-03-15","15:43:00","GMT-0400 ","6477","Facebook","YES, she is ""Kadra Mohamed"" , Minnesota’s first hijab wearing police woman and the first Somali female officer. Kadra Mohamed is only 21 years old and already making history.","https://www.facebook.com/MuslimAmerica/posts/1571752036475232"
"2034","United Muslims of America","Facebook.com/MuslimAmerica","278757","2017-05-22","13:41:00","GMT-0400 ","6461","Facebook","Killing Muslims, Bombing Mosques, Destroying Muslim countries, changing Islamic teachings and destroying the image of Muslims all over the world!","https://www.facebook.com/MuslimAmerica/posts/1801465860170514"
"2035","United Muslims of America","Facebook.com/MuslimAmerica","320422","2017-07-18","16:48:00","GMT-0400 ","6289","Facebook","The mainstream media doesn't use good examples of Muslims but ONLY negative examples and all of a sudden all Muslims are villains and Islam is to blame.","https://www.facebook.com/MuslimAmerica/posts/1842419159408517"
"2036","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-03","16:57:00","GMT-0400 ","6275","Facebook","R.I.P Dr Ahmed Zewail. Share and be the media....","https://www.facebook.com/MuslimAmerica/posts/1647280615589040"
"2037","United Muslims of America","Facebook.com/MuslimAmerica","266726","2017-04-02","15:40:00","GMT-0400 ","5991","Facebook","Like and share to educate those who don't know the truth, PLEASE!","https://www.facebook.com/MuslimAmerica/posts/1783479305302503"
"2038","United Muslims of America","Facebook.com/MuslimAmerica","256202","2017-03-10","10:42:00","GMT-0500 ","5989","Facebook","How many likes can they get as a support ?","https://www.facebook.com/MuslimAmerica/posts/1769444710039296"
"2039","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-29","13:02:01","GMT-0400 ","5955","Facebook","May Allah bless you Champ.","https://www.facebook.com/MuslimAmerica/posts/1696776543972780"
"2040","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-17","10:44:01","GMT-0400 ","5914","Facebook","How media is projecting Muslims !!!","https://www.facebook.com/MuslimAmerica/posts/1685872825063152"
"2041","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-11-29","11:09:27","GMT-0500 ","5908","Facebook","Thanks mr Morgan, we all appreciate you and your kind words.","https://www.facebook.com/MuslimAmerica/posts/1714387662211668"
"2042","United Muslims of America","Facebook.com/MuslimAmerica","261692","2017-03-23","15:47:29","GMT-0400 ","5827","Facebook","We mean the governments and not the good people and our friends!","https://www.facebook.com/MuslimAmerica/posts/1777466132570487"
"2043","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-20","11:41:00","GMT-0400 ","5764","Facebook","Muslim-Americans fear U.S. government more than ISIS !!","https://www.facebook.com/MuslimAmerica/posts/1656009734716128"
"2044","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-11-21","10:12:38","GMT-0500 ","5694","Facebook","Allahu Akbar! Beautiful #Quran recitation by a young American brother","https://www.facebook.com/MuslimAmerica/posts/1710029125980855"
"2045","United Muslims of America","Facebook.com/MuslimAmerica","249778","2017-02-28","15:55:00","GMT-0500 ","5595","Facebook","Thanks for the racists who make us all unite!","https://www.facebook.com/MuslimAmerica/posts/1764718830511884"
"2046","United Muslims of America","Facebook.com/MuslimAmerica","267902","2017-04-06","10:36:58","GMT-0400 ","5587","Facebook","At least give her a LIKE","https://www.facebook.com/MuslimAmerica/posts/1785995881717512"
"2047","United Muslims of America","Facebook.com/MuslimAmerica","284879","2017-06-02","12:32:00","GMT-0400 ","5579","Facebook","Like and share if you respect this man!","https://www.facebook.com/MuslimAmerica/posts/1815811668735933"
"2048","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-15","16:57:01","GMT-0400 ","5569","Facebook","THANKS CANADA, Every time you restore the faith in humanity !!","https://www.facebook.com/MuslimAmerica/posts/1685871488396619"
"2049","United Muslims of America","Facebook.com/MuslimAmerica","251201","2017-03-02","13:43:00","GMT-0500 ","5551","Facebook","So what's exactly your problem with the Muslim Hijab?","https://www.facebook.com/MuslimAmerica/posts/1765570053760095"
"2050","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-01","15:34:00","GMT-0400 ","5493","Facebook","SURPRISED ? ISIS NEVER WAS AND NEVER WILL BE ISLAMIC !","https://www.facebook.com/MuslimAmerica/posts/1663125420671226"
"2051","United Muslims of America","Facebook.com/MuslimAmerica","268091","2017-04-17","12:22:00","GMT-0400 ","5463","Facebook","Thanks mr Morgan, we all appreciate you and your kind words.","https://www.facebook.com/MuslimAmerica/posts/1792823681034732"
"2052","United Muslims of America","Facebook.com/MuslimAmerica","270397","2017-04-25","12:17:10","GMT-0400 ","5401","Facebook","Killing Muslims, Bombing Mosques, Destroying Muslim countries, changing Islamic teachings and destroying the image of Muslims all over the world!","https://www.facebook.com/MuslimAmerica/posts/1797106293939804"
"2053","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-21","12:33:00","GMT-0400 ","5359","Facebook","Muslims are not terrorists, and terrorists are not Muslims. share if you agree.","https://www.facebook.com/MuslimAmerica/posts/1674144876235947"
"2054","United Muslims of America","Facebook.com/MuslimAmerica","249028","2017-02-27","15:01:01","GMT-0500 ","5359","Facebook","WHAT IS JIHAD? Share and educate the world!","https://www.facebook.com/MuslimAmerica/posts/1764260183891082"
"2055","United Muslims of America","Facebook.com/MuslimAmerica","259519","2017-03-17","12:50:04","GMT-0400 ","5357","Facebook","Hijab is better for you .... God knows better than all of us","https://www.facebook.com/MuslimAmerica/posts/1773403792976721"
"2056","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-06-08","16:57:00","GMT-0400 ","5311","Facebook","Top 10 Facts About Ramadan.","https://www.facebook.com/MuslimAmerica/posts/1619152955068473"
"2057","United Muslims of America","Facebook.com/MuslimAmerica","223777","2017-02-01","14:06:00","GMT-0500 ","5256","Facebook","Thanks mr Morgan, we all appreciate you and your kind words.","https://www.facebook.com/MuslimAmerica/posts/1749859778664456"
"2058","United Muslims of America","Facebook.com/MuslimAmerica","309010","2017-06-21","13:40:00","GMT-0400 ","5242","Facebook","Nabra was black. Nabra was Muslim. Nabra was just a girl. #JusticeForNabra","https://www.facebook.com/MuslimAmerica/posts/1826678394315927"
"2059","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-25","16:08:00","GMT-0400 ","5181","Facebook","Just some Muslim patriots praying :)","https://www.facebook.com/MuslimAmerica/posts/1676340262683075"
"2060","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-23","12:07:00","GMT-0400 ","5162","Facebook","Residents of Kansas city rally in support of Muslims!","https://www.facebook.com/MuslimAmerica/posts/1692929471024154"
"2061","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-06-29","14:09:00","GMT-0400 ","5106","Facebook","Over 40 dead, 140 injured. Keep our brothers and sisters in Turkey in your thoughts and prayers these last 10 days of Ramadan. #PrayForTurkey","https://www.facebook.com/MuslimAmerica/posts/1629123247404777"
"2062","United Muslims of America","Facebook.com/MuslimAmerica","270595","2017-04-26","11:08:46","GMT-0400 ","5097","Facebook","Do you Support Hijabis ??? Share Share Share please !","https://www.facebook.com/MuslimAmerica/posts/1797557920561308"
"2063","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-25","13:16:00","GMT-0400 ","5096","Facebook","She defends the country, do you ? Do you dare to #standwithher ?","https://www.facebook.com/MuslimAmerica/posts/1676336992683402"
"2064","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-12-16","12:33:45","GMT-0500 ","4977","Facebook","True fact Alhamdolellah ....","https://www.facebook.com/MuslimAmerica/posts/1724849634498804"
"2065","United Muslims of America","Facebook.com/MuslimAmerica","326838","2017-08-12","11:06:00","GMT-0400 ","4931","Facebook","They say Islam is in the heart, not hijab, they don't understand that when Islam is in the heart, hijab come naturally...Modesty is the way you deal with beauty, not how you avoid it...","https://www.facebook.com/MuslimAmerica/posts/1854546834862416"
"2066","United Muslims of America","Facebook.com/MuslimAmerica","202339","2016-12-30","15:32:00","GMT-0500 ","4903","Facebook","You can be Anyone from Anywhere BUT IN ISLAM WE ARE ALL THE SAME!","https://www.facebook.com/MuslimAmerica/posts/1731849653798802"
"2067","United Muslims of America","Facebook.com/MuslimAmerica","316668","2017-07-06","14:42:00","GMT-0400 ","4841","Facebook","Ask your self who is benefiting from the destruction of the middle east ???","https://www.facebook.com/MuslimAmerica/posts/1835519536765146"
"2068","United Muslims of America","Facebook.com/MuslimAmerica","317206","2017-07-07","16:32:00","GMT-0400 ","4807","Facebook","What's you problem with a woman who wants to cover her hair anyway ???","https://www.facebook.com/MuslimAmerica/posts/1835520373431729"
"2069","United Muslims of America","Facebook.com/MuslimAmerica","320640","2017-07-19","12:11:00","GMT-0400 ","4799","Facebook","Let's see how many supporters fo our sister from New York...","https://www.facebook.com/MuslimAmerica/posts/1842967462687020"
"2070","United Muslims of America","Facebook.com/MuslimAmerica","280009","2017-05-24","14:04:00","GMT-0400 ","4797","Facebook","THANKS CANADA, Every time you restore the faith in humanity !!","https://www.facebook.com/MuslimAmerica/posts/1801478546835912"
"2071","United Muslims of America","Facebook.com/MuslimAmerica","213443","2017-01-17","11:24:46","GMT-0500 ","4744","Facebook","Let this sink in for a while...","https://www.facebook.com/MuslimAmerica/posts/1741255672858200"
"2072","United Muslims of America","Facebook.com/MuslimAmerica","214704","2017-01-19","15:55:26","GMT-0500 ","4734","Facebook","There is no racism in Islam, Mashalla Allah bless them","https://www.facebook.com/MuslimAmerica/posts/1742356929414741"
"2073","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-21","13:43:00","GMT-0400 ","4699","Facebook","Like and Share if you are proud of them ...","https://www.facebook.com/MuslimAmerica/posts/1674145196235915"
"2074","United Muslims of America","Facebook.com/MuslimAmerica","278757","2017-05-22","12:06:00","GMT-0400 ","4575","Facebook","Just some Muslim patriots praying","https://www.facebook.com/MuslimAmerica/posts/1801465793503854"
"2075","United Muslims of America","Facebook.com/MuslimAmerica","277097","2017-05-17","10:35:00","GMT-0400 ","4566","Facebook","How many likes can we get for our brothers in Islam?","https://www.facebook.com/MuslimAmerica/posts/1801027343547699"
"2076","United Muslims of America","Facebook.com/MuslimAmerica","216252","2017-01-21","10:07:34","GMT-0500 ","4548","Facebook","1.8 Billion followers without Facebook, Twitter, Instagram, Whatsapp. He is our prophet Muhammad (pbuh)","https://www.facebook.com/MuslimAmerica/posts/1742360549414379"
"2077","United Muslims of America","Facebook.com/MuslimAmerica","277374","2017-05-18","09:15:00","GMT-0400 ","4433","Facebook","STOP BOMBING SYRIA!!!","https://www.facebook.com/MuslimAmerica/posts/1808472966136470"
"2078","United Muslims of America","Facebook.com/MuslimAmerica","213443","2017-01-17","10:12:52","GMT-0500 ","4392","Facebook","Subhan Allah guides whom He wills .... PS, She didn't convert to Islam yet!","https://www.facebook.com/MuslimAmerica/posts/1741254912858276"
"2079","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-04-29","15:44:00","GMT-0400 ","4374","Facebook","Alcohol and pork is against Christian beliefs too but some people just tend to ignore the things they don't agree with.","https://www.facebook.com/MuslimAmerica/posts/1598224313828004"
"2080","United Muslims of America","Facebook.com/MuslimAmerica","258279","2017-03-14","13:40:00","GMT-0400 ","4369","Facebook","Share, BE THE MEDIA!","https://www.facebook.com/MuslimAmerica/posts/1772427489741018"
"2081","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-01-26","10:14:23","GMT-0500 ","4351","Facebook","Hillary Clinton Slams Donald Trump?s Anti-Muslim Rhetoric as ?Shameful, Offensive, Dangerous? (SHARE)","https://www.facebook.com/MuslimAmerica/posts/1547830042200765"
"2082","United Muslims of America","Facebook.com/MuslimAmerica","329335","2017-08-22","13:11:00","GMT-0400 ","4324","Facebook","Alcohol and pork is against Christian beliefs too but some people just tend to ignore the things they don't agree with.","https://www.facebook.com/MuslimAmerica/posts/1860185464298553"
"2083","United Muslims of America","Facebook.com/MuslimAmerica","281815","2017-05-28","10:47:00","GMT-0400 ","4320","Facebook","Like and Share if you are a Muslim And proud !","https://www.facebook.com/MuslimAmerica/posts/1801482210168879"
"2084","United Muslims of America","Facebook.com/MuslimAmerica","274931","2017-05-10","10:04:00","GMT-0400 ","4280","Facebook","But you won't see that on Fox News, Share and tell everyone!","https://www.facebook.com/MuslimAmerica/posts/1801011880215912"
"2085","United Muslims of America","Facebook.com/MuslimAmerica","325393","2017-08-05","11:44:00","GMT-0400 ","4274","Facebook","Muslims are not terrorists, and terrorists are not Muslims. share if you agree!!","https://www.facebook.com/MuslimAmerica/posts/1851154761868290"
"2086","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-08","14:04:00","GMT-0400 ","4266","Facebook","#America Are you still okay with banning #SyrianRefugees ","https://www.facebook.com/MuslimAmerica/posts/1650090345308067"
"2087","United Muslims of America","Facebook.com/MuslimAmerica","252759","2017-03-04","14:22:01","GMT-0500 ","4220","Facebook","STOP RELATING TERRORISTS WITH MUSLIMS!","https://www.facebook.com/MuslimAmerica/posts/1765571900426577"
"2088","United Muslims of America","Facebook.com/MuslimAmerica","278341","2017-05-21","18:27:00","GMT-0400 ","4210","Facebook","Let this sink in for a while...","https://www.facebook.com/MuslimAmerica/posts/1809155016068265"
"2089","United Muslims of America","Facebook.com/MuslimAmerica","321876","2017-07-24","14:49:00","GMT-0400 ","4196","Facebook","This made my day lol","https://www.facebook.com/MuslimAmerica/posts/1845991082384658"
"2090","United Muslims of America","Facebook.com/MuslimAmerica","323936","2017-07-31","12:35:00","GMT-0400 ","4183","Facebook","Send a thank you message to them in the comments ...","https://www.facebook.com/MuslimAmerica/posts/1849776905339409"
"2091","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-12-01","11:15:00","GMT-0500 ","4178","Facebook","Morgan Freeman Thinks the Muslim Call to Prayer is One of the Most Beautiful Sounds in the World.","https://www.facebook.com/MuslimAmerica/posts/1715516345432133"
"2092","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-11-19","10:47:01","GMT-0500 ","4169","Facebook","Muslims Make America great too","https://www.facebook.com/MuslimAmerica/posts/1707971336186634"
"2093","United Muslims of America","Facebook.com/MuslimAmerica","254062","2017-03-06","10:52:00","GMT-0500 ","4149","Facebook","How many likes they can get ?","https://www.facebook.com/MuslimAmerica/posts/1767628303554270"
"2094","United Muslims of America","Facebook.com/MuslimAmerica","201648","2016-12-29","13:21:01","GMT-0500 ","4122","Facebook","Share, show the world who the real Muslims are !!","https://www.facebook.com/MuslimAmerica/posts/1731469137170187"
"2095","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-25","12:19:00","GMT-0400 ","4112","Facebook","Surprised ? Share :)","https://www.facebook.com/MuslimAmerica/posts/1659243101059458"
"2096","United Muslims of America","Facebook.com/MuslimAmerica","247620","2017-02-25","11:21:00","GMT-0500 ","4108","Facebook","Please share some truth with your friends .... teach the world!","https://www.facebook.com/MuslimAmerica/posts/1761711550812612"
"2097","United Muslims of America","Facebook.com/MuslimAmerica","214704","2017-01-19","14:08:06","GMT-0500 ","4091","Facebook","It is the duty of the Muslim husband to be religiously educated and to see that his wife also receive a religious education.","https://www.facebook.com/MuslimAmerica/posts/1742356202748147"
"2098","United Muslims of America","Facebook.com/MuslimAmerica","208921","2017-01-09","15:10:00","GMT-0500 ","4087","Facebook","When was the last time did you recite Quran!","https://www.facebook.com/MuslimAmerica/posts/1737032163280551"
"2099","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-29","12:30:01","GMT-0400 ","4083","Facebook","WE ARE MUSLIM AMERICANS AND PROUD !!!","https://www.facebook.com/MuslimAmerica/posts/1661520070831761"
"2100","United Muslims of America","Facebook.com/MuslimAmerica","314422","2017-07-01","11:11:00","GMT-0400 ","4081","Facebook","'And We have not sent you, [O Muhammad], except as a mercy to the worlds.'' (Quran 21-107)","https://www.facebook.com/MuslimAmerica/posts/1831922987124801"
"2101","United Muslims of America","Facebook.com/MuslimAmerica","260850","2017-03-21","13:51:01","GMT-0400 ","4076","Facebook","Muslims are very nice people especially when you give them love and respect. Please, Share if you agree.","https://www.facebook.com/MuslimAmerica/posts/1776237199360047"
"2102","United Muslims of America","Facebook.com/MuslimAmerica","278341","2017-05-21","14:51:00","GMT-0400 ","4076","Facebook","SHARE IF YOU RESPECT HER TOO...","https://www.facebook.com/MuslimAmerica/posts/1801464963503937"
"2103","United Muslims of America","Facebook.com/MuslimAmerica","319901","2017-07-16","12:35:00","GMT-0400 ","4048","Facebook","There is no racism in Islam, MashaAllah bless them!","https://www.facebook.com/MuslimAmerica/posts/1839500126367087"
"2104","United Muslims of America","Facebook.com/MuslimAmerica","255698","2017-03-09","11:21:00","GMT-0500 ","4034","Facebook","How many likes for this news ?","https://www.facebook.com/MuslimAmerica/posts/1769443996706034"
"2105","United Muslims of America","Facebook.com/MuslimAmerica","280861","2017-05-26","14:32:00","GMT-0400 ","4032","Facebook","How many likes can they get as a support ,,,","https://www.facebook.com/MuslimAmerica/posts/1801480966835670"
"2106","United Muslims of America","Facebook.com/MuslimAmerica","271696","2017-04-29","16:55:00","GMT-0400 ","4029","Facebook","Terrorism knows no religion!","https://www.facebook.com/MuslimAmerica/posts/1798375593812874"
"2107","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-07-03","13:27:00","GMT-0400 ","3984","Facebook","And we too stand with you brother, one country one family !!!","https://www.facebook.com/MuslimAmerica/posts/1630113950639040"
"2108","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-16","11:27:00","GMT-0400 ","3958","Facebook","FoxNews will not show you Muslims unless they are speaking about terrorism !!","https://www.facebook.com/MuslimAmerica/posts/1670892403227861"
"2109","United Muslims of America","Facebook.com/MuslimAmerica","267437","2017-04-04","15:10:00","GMT-0400 ","3934","Facebook","Share if you are a Muslim and you are proud !!","https://www.facebook.com/MuslimAmerica/posts/1784685985181835"
"2110","United Muslims of America","Facebook.com/MuslimAmerica","206912","2017-01-06","10:07:01","GMT-0500 ","3892","Facebook","How many likes can we get for our brothers in Islam","https://www.facebook.com/MuslimAmerica/posts/1731840703799697"
"2111","United Muslims of America","Facebook.com/MuslimAmerica","234843","2017-02-12","10:51:39","GMT-0500 ","3860","Facebook","SHARE IF YOU RESPECT HER TOO... #muslim_voice #Islamophobia #StopIslamophobia #muslimpride #middleeast #east #muslimerican #Islam #submission #AmericanMuslims #UnitedMuslimsOfAmerica #USAMuslims #MuslimsOfAmerica #ArabAmerican #RefugeesWeclcome #SyrianRefugees","https://www.facebook.com/MuslimAmerica/posts/1755819868068447"
"2112","United Muslims of America","Facebook.com/MuslimAmerica","246805","2017-02-24","09:28:01","GMT-0500 ","3839","Facebook","Because we all follow the same ONE GOD !!!","https://www.facebook.com/MuslimAmerica/posts/1761709747479459"
"2113","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-29","13:30:01","GMT-0400 ","3824","Facebook","Alcohol and pork is against Christian beliefs too but some people just tend to ignore the things they don't agree with.","https://www.facebook.com/MuslimAmerica/posts/1661520317498403"
"2114","United Muslims of America","Facebook.com/MuslimAmerica","325799","2017-08-07","11:42:00","GMT-0400 ","3812","Facebook","At least give her a LIKE","https://www.facebook.com/MuslimAmerica/posts/1853093345007765"
"2115","United Muslims of America","Facebook.com/MuslimAmerica","267437","2017-04-04","12:09:00","GMT-0400 ","3791","Facebook","Save the children ... Save the #SyrianRefugees !!","https://www.facebook.com/MuslimAmerica/posts/1784685588515208"
"2116","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-12-20","13:03:00","GMT-0500 ","3762","Facebook","Exactly!","https://www.facebook.com/MuslimAmerica/posts/1727005384283229"
"2117","United Muslims of America","Facebook.com/MuslimAmerica","207571","2017-01-07","14:19:00","GMT-0500 ","3729","Facebook","Muslims are always the people of peace ... read history and you will know how many times Muslims helped the Jews.","https://www.facebook.com/MuslimAmerica/posts/1731843747132726"
"2118","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-10-14","15:54:00","GMT-0400 ","3722","Facebook","We are Americans, We are Muslims, We are successful in our society.......And no, we are not terrorists !!!","https://www.facebook.com/MuslimAmerica/posts/1685869241730177"
"2119","United Muslims of America","Facebook.com/MuslimAmerica","202339","2016-12-30","12:05:01","GMT-0500 ","3703","Facebook","She defends the country, do you ? Do you dare to #standwithher ?","https://www.facebook.com/MuslimAmerica/posts/1731849277132173"
"2120","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-09-18","15:41:00","GMT-0400 ","3699","Facebook","You don't have to be a Muslim to love Quran. MAshaAllah :)","https://www.facebook.com/MuslimAmerica/posts/1672670576383377"
"2121","United Muslims of America","Facebook.com/MuslimAmerica","284879","2017-06-02","14:30:00","GMT-0400 ","3696","Facebook","Every Muslim is an ambassador of Islam ... show them Islam!","https://www.facebook.com/MuslimAmerica/posts/1815807712069662"
"2122","United Muslims of America","Facebook.com/MuslimAmerica","312930","2017-06-28","12:40:00","GMT-0400 ","3689","Facebook","MashaAllah ... I hope we use the same organized mind in our daily life and work. only then we'll be a better community.","https://www.facebook.com/MuslimAmerica/posts/1830719953911771"
"2123","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-08-30","12:47:00","GMT-0400 ","3677","Facebook","Islam unites all races in one religion .. we are all the same in Islam !!","https://www.facebook.com/MuslimAmerica/posts/1662087454108356"
"2124","United Muslims of America","Facebook.com/MuslimAmerica","0","2016-07-03","16:21:00","GMT-0400 ","3674","Facebook","True fact Alhamdolellah ....","https://www.facebook.com/MuslimAmerica/posts/1630115917305510"
"2125","United Muslims of America","Facebook.com/MuslimAmerica","269017","2017-04-20","14:46:00","GMT-0400 ","3660","Facebook","Please share some truth with your friends .... teach the world!","https://www.facebook.com/MuslimAmerica/posts/1794522554198178"
"2126","United Muslims of America","Facebook.com/MuslimAmerica","281335","2017-05-27","15:47:00","GMT-0400 ","3595","Facebook","Share, show the world who the real Muslims are.","https://www.facebook.com/MuslimAmerica/posts/1801482076835559"
