id,Source,Page_URL,Followers,Date,Time,Time Zone,Interactions,Post Type,Post_Message,Post_Link
"1328","Being Patriotic","Facebook.com/Patriototus","0","2016-01-01","15:45:00","GMT-0500 ","5762","Facebook","Freedom is not free: our vets paid for it but the government has forgotten The Department of Veterans Affairs has serious problem ? it cannot count how many veterans died while waiting to sign up for health care. Can you imagine it? An internal report indicated that nearly one-third of veterans with pending applications for VA healthcare have already died. VA officials claim they?re unable to determine how many vets died. This news has come in addition to the possible closing of hospitals for veterans because of a budget gap need to be covered. So we see that our veterans suffer from ?broken bureaucracy? of the Department. Republicans say there is a simple solution of this problem: it is necessary to fire more people at the Department. Our President promised to reform the Department but nothing has changed. And the things are getting worse. Our soldiers fight today for a better tomorrow, but when they return, if they return, they face negligence? it is not what they fought for. Shame on our government that has forgotten: freedom is not free, our veterans paid for it.","https://www.facebook.com/patriototus/posts/1662968580637433"
"1329","Being Patriotic","Facebook.com/Patriototus","0","2016-02-04","12:15:00","GMT-0500 ","5755","Facebook","Sgt Matthew Abbate was killed in Sangin, Afghanistan on Dec 2, 2010. He fought for the United States, not for big government. He defended the U.S. Constitution and American citizens. He was the type of guys who would do something terrible, so you wouldn't have to do it. We should respect and appreciate him for his service and his sacrifice.","https://www.facebook.com/patriototus/posts/1674825149451776"
"1330","Being Patriotic","Facebook.com/Patriototus","0","2016-02-25","17:05:00","GMT-0500 ","5753","Facebook","The federal government expects that our military will protect the United States to the best of their abilities. That's why they say that low standards are unacceptable in the military. And I agree. But I also reckon that our veterans only deserve the highest standard of health care quality. So far they are receiving substandard care through the VA. Some of them died awaiting health care. This is simply not acceptable.","https://www.facebook.com/patriototus/posts/1681706992096925"
"1331","Being Patriotic","Facebook.com/Patriototus","94659","2016-06-05","18:00:00","GMT-0400 ","5751","Facebook","Our soldiers are a great brotherhood of the best sons of America and each of them is not only ready to kill the enemy but also ready to stand under enemy?s fire to cover his brothers in arms. God bless our fearless heroes! Support our veterans and servicemen, thank everyone who fought for your freedom!","https://www.facebook.com/patriototus/posts/1723238334610457"
"1332","Being Patriotic","Facebook.com/Patriototus","0","2015-10-12","02:41:45","GMT-0400 ","5744","Facebook","God bless America!","https://www.facebook.com/patriototus/posts/1641064779494480"
"1333","Being Patriotic","Facebook.com/Patriototus","133043","2016-07-26","20:00:00","GMT-0400 ","5744","Facebook","?To survive in peace and harmony, united and strong, we must have one people, one nation, one flag.? ? Pauline Hanson","https://www.facebook.com/patriototus/posts/1744609485806675"
"1334","Being Patriotic","Facebook.com/Patriototus","0","2016-02-13","13:00:00","GMT-0500 ","5743","Facebook","Underwear model Alex Minsky is a former U.S. marine who lost his right leg in Afghanistan after his truck ran over an explosive. He spent 58 days in a coma, and then was in active duty while in a San Diego hospital for 17 months before being honorably discharged. What do you think about him?","https://www.facebook.com/patriototus/posts/1677440529190238"
"1335","Being Patriotic","Facebook.com/Patriototus","195530","2017-03-18","15:30:00","GMT-0400 ","5738","Facebook","Patriotism flows through our veins, but it doesn't mean it shouldn't be brought up in our children.","https://www.facebook.com/patriototus/posts/1856173147983641"
"1336","Being Patriotic","Facebook.com/Patriototus","82605","2016-06-01","21:30:00","GMT-0400 ","5736","Facebook","No matter how far our treacherous commanders send our heroes, American soldier will always succeed! Trump says it right: all our military forces should be redirected to fight terrorism. All other military operations are waste of our tax money and even worse ? a loss of our men?s lives. We have to defeat our threat and return our boys back home as soon as possible. Long live our glorious soldiers!","https://www.facebook.com/patriototus/posts/1721963791404578"
"1337","Being Patriotic","Facebook.com/Patriototus","174410","2016-10-13","11:30:01","GMT-0400 ","5734","Facebook","One can't contribute to his country's freedom greater than by dying in the name of his homeland. We are proud of our soldiers who confidently keep on performing their duty even despite being despised by the whole President's administrations. Brave men in uniform will always remain our heroes.","https://www.facebook.com/patriototus/posts/1777087622558861"
"1338","Being Patriotic","Facebook.com/Patriototus","130425","2016-07-22","18:00:01","GMT-0400 ","5732","Facebook","Lt. Col. Fred Flynn, a disabled veteran who served in Iraq and Afghanistan, was asked to leave a courtroom by a judge at the Bannock County Courthouse earlier this month because he was wearing his Army uniform. That?s just outrageous, why couldn?t the judge show some respect to a patriot who has served for 24 years of his life, putting his life at risk every day? When Obama?s gone, our veterans should be treated properly, with all care and honor that they deserve.","https://www.facebook.com/patriototus/posts/1742771495990474"
"1339","Being Patriotic","Facebook.com/Patriototus","76143","2016-05-24","10:00:00","GMT-0400 ","5729","Facebook","Numerous generations of Americans have spilled their blood for our glorious flag and the freedoms it embodies. These freedoms include the freedom to say all you want and to express your thoughts the way you want. Our heroes fought and fight so some young idiots could insult the American flag. Yes, they have that right, but using that right like this is nothing but sacrilege and spitting on the ideals of American nation. The Old Glory represents all good we have,how can someone dare to insult it? That is extremely disgusting this act of hatred has become popular among young protesters. Turning this insult into a flash mob is just an unforgiveable boorishness. If that ignorance continues ? we won?t stand aside. We love our flag and we?ll never let anyone insult it.","https://www.facebook.com/patriototus/posts/1718572655077025"
"1340","Being Patriotic","Facebook.com/Patriototus","0","2016-03-08","19:30:02","GMT-0500 ","5723","Facebook","More than 300,000 vets died awaiting care. Do liberals still think it is better to accept thousands Syrian refugees than to help our veterans?","https://www.facebook.com/patriototus/posts/1684396645161293"
"1341","Being Patriotic","Facebook.com/Patriototus","0","2016-02-20","09:30:00","GMT-0500 ","5718","Facebook","Patriotism means to stand by the country. If you disagree, I will gladly help you to pack.","https://www.facebook.com/patriototus/posts/1680003882267236"
"1342","Being Patriotic","Facebook.com/Patriototus","0","2015-09-22","09:06:08","GMT-0400 ","5718","Facebook","Good morning, dear patriots! Remember, every morning is gift of God! Blessed is the nation whose God is the Lord!","https://www.facebook.com/patriototus/posts/1636088473325444"
"1343","Being Patriotic","Facebook.com/Patriototus","201987","2017-05-08","19:30:00","GMT-0400 ","5715","Facebook","Soldiers and veterans deserve more than celebrities and football players.","https://www.facebook.com/patriototus/posts/1880382555562700"
"1344","Being Patriotic","Facebook.com/Patriototus","118591","2016-06-23","18:00:00","GMT-0400 ","5700","Facebook","A judge in Louisville made a decree to remove an 1895 Confederate monument. The monument includes three bronze statues of soldiers of the South. Once again liberal judges just ignored all the protests made by conservative patriot and just did what they were ordered to. Now they?re removing our monuments, rewriting our history books and spreading the myths about ?uncivilized South? and ?slavery reasons for the Civil War?. This has to stop. We need to reveal the truth about the Civil War and stop these attacks on American history.","https://www.facebook.com/patriototus/posts/1731279353806355"
"1345","Being Patriotic","Facebook.com/Patriototus","76393","2016-05-25","10:00:00","GMT-0400 ","5697","Facebook","Numerous patriots agree with that. People of honor who served their country want only the best for our blessed America. So does former Navy Seal officer Dom Raso who spoke to the nation to warn Americans about Hillary. The rescent statement Dom found hypocritical was when Hillary told her supporters: ?I remember landing under sniper fires,? in order to make herself appear as courageous as American soldiers. Unlike Hillary, Dom actually WAS under fires and he knows what that is like. Speaking about Hillary?s disgraceful quote he added: ?What makes this truly disgusting to me is that when she was called on it, she dismissed it like it was no big deal.? Not a single veteran with just a bit of self-respect will ever vote for Hillary","https://www.facebook.com/patriototus/posts/1719032865031004"
"1346","Being Patriotic","Facebook.com/Patriototus","0","2015-08-19","20:00:01","GMT-0400 ","5681","Facebook","Today, those of us in America who see what happening to our country, to our freedom, to our future are really alarmed. We don?t want that a free America will only be a legend to our grandkids. But we can change the situation, because America deserves better.","https://www.facebook.com/patriototus/posts/1624086017859023"
"1347","Being Patriotic","Facebook.com/Patriototus","181975","2016-11-05","11:30:00","GMT-0400 ","5680","Facebook","To all who thinks our Anthem represents racism and oppression, to all who believes the American flag is something you can tear apart and stomp on: why don?t you find yourself a better country to live in?","https://www.facebook.com/patriototus/posts/1791395487794741"
"1348","Being Patriotic","Facebook.com/Patriototus","0","2015-12-09","11:30:02","GMT-0500 ","5675","Facebook","An armed citizen is real Homeland Security. Like and share, if you agree.","https://www.facebook.com/patriototus/posts/1655902301344061"
"1349","Being Patriotic","Facebook.com/Patriototus","0","2015-10-19","02:27:03","GMT-0400 ","5670","Facebook","Seaman Second Class Charles T. Sehe, a Pearl Harbor survivor, at age 92 decided to visit Nevada, the place for which the ship he served was named. Charles T. Sehe was 18 years old when he was nearly killed aboard the USS Nevada in Pearl Harbor, and was still on the World War II battleship when it shelled occupied beaches for the U.S. invasions of Normandy, Iwo Jima and Okinawa.Local members of the U.S. Navy League raised money and helped him to get to Nevada. When the first Japanese bomb struck on December 7, 1941, Sece had just finished his breakfast. ""A tremendous, fiery explosion ripped the Arizona apart, showering the decks of the Nevada with hot, searing, metallic debris, burning many of them to death,"" he wrote to family years ago. ""We got hit by eight bombs, but still got underway — the only battleship to get underway,"" he remembered. ""Most of that crew was 17 to 23 years of age. But they were trained and able to carry out their duties."" Thank you for your service, Sir! We’re proud of you! God bless you","https://www.facebook.com/patriototus/posts/1642745302659761"
"1350","Being Patriotic","Facebook.com/Patriototus","192076","2017-02-12","14:00:07","GMT-0500 ","5661","Facebook","Veterans should be the first ones to get welfare, healthcare and housing. They have earned this right by spilling their own blood in the name of America!","https://www.facebook.com/patriototus/posts/1839301769670779"
"1351","Being Patriotic","Facebook.com/Patriototus","187254","2016-11-27","10:00:00","GMT-0500 ","5649","Facebook","I bet this kid will be raised right! This one will protect America when he grows up, and he?ll glorify our flag and honor our veterans and soldiers.God bless our children!","https://www.facebook.com/patriototus/posts/1801283960139227"
"1352","Being Patriotic","Facebook.com/Patriototus","94659","2016-06-06","11:30:00","GMT-0400 ","5642","Facebook","Protecting the Constitution is the direct duty of the U.S. President. It?s in the very oath each President gives - ?I do solemnly swear that I will faithfully execute the office of President of the United States, and will to the best of my ability, preserve, protect, and defend the Constitution of the United States.? Obama has failed that promise. He?s worse than just ignoring the attempts to cancel the Second Amendment ? Barack strongly supports them. Luckily Barack will soon leave the office. But who'll replace him? There's a terrible possibility Hillary will be our next president. This Sunday Hillary Clinton officially refused to say conclusively the Second Amendment is a constitutional right and that it ?is subject to reasonable regulations.? From the very foundation of our country every American has his right to be armed to protect his own land, property, life and freedom. There?s only one way for anyone who wants to take our guns away ? to pry it from our cold dead hands.","https://www.facebook.com/patriototus/posts/1724502747817349"
"1353","Being Patriotic","Facebook.com/Patriototus","0","2015-09-09","11:17:57","GMT-0400 ","5627","Facebook","Corporal Pat Tillman was a NFL rising star with the Arizona Cardinals, he enlisted in the U.S. Army in the wake of the terrorist attacks of Sept. 11, 2001. He was killed in the mountains of Afghanistan, the U.S. Army said, leading his Ranger comrades up a hill to escape and counter heavy enemy fire. He is a true patriot. He is a true hero. Honor him!","https://www.facebook.com/patriototus/posts/1631340657133559"
"1354","Being Patriotic","Facebook.com/Patriototus","0","2016-04-01","16:59:13","GMT-0400 ","5614","Facebook","How ironic, Hillary accuses another candidate of lies! Those who live in glass houses should not throw stones, they say. ?I am so sick of the Sanders campaign lying about me. I?m sick of it,? Clinton said. Clinton?s reaction was inspired by a question directed to her about taking donations from the fossil fuel industry and if whether or not she would reject their campaign contributions in the future. Even being a socialist, Sanders has a way less sins of his own. Though a liberal, but at least he?s got principles and honesty. Hillary, otherwise, lies as often as she breathes. And, by the way, the answer about her corruption ties with corporations was not given in that interview. America?s sick of your lousy lies, Hillary!","https://www.facebook.com/patriototus/posts/1698688003732157"
"1355","Being Patriotic","Facebook.com/Patriototus","73752","2016-05-11","11:30:00","GMT-0400 ","5608","Facebook","Wow, this kind of gun control could prevent dangerous mentally ill idiots from buying guns! Isn?t it the great Democratic desire to ?secure the society?? Speaking seriously: only two kinds of people shouldn?t be allowed to bear arms: criminals and psychopaths. Since we are none of those ? never dare to take our rights and guns away!","https://www.facebook.com/patriototus/posts/1713744838893140"
"1356","Being Patriotic","Facebook.com/Patriototus","182657","2016-11-09","01:38:15","GMT-0500 ","5585","Facebook","Trump just won Pennsylvania, which makes it impossible for Clinton to win the elections! The silent majority has finally spoken, now it?s time to Make America Great Again!","https://www.facebook.com/patriototus/posts/1794196177514672"
"1357","Being Patriotic","Facebook.com/Patriototus","189756","2016-12-29","15:59:02","GMT-0500 ","5581","Facebook","We can?t let Obama continue spending our tax money on alien criminals who broke the immigration laws. Take care of our own people first!","https://www.facebook.com/patriototus/posts/1818519701748986"
"1358","Being Patriotic","Facebook.com/Patriototus","141821","2016-08-29","15:30:00","GMT-0400 ","5569","Facebook","It?s time for the whole nation to unite and take our country back from the corrupted Establishment puppets!","https://www.facebook.com/patriototus/posts/1759348367666120"
"1359","Being Patriotic","Facebook.com/Patriototus","135271","2016-08-03","20:00:00","GMT-0400 ","5569","Facebook","We have to put America first and Americans first once again. That means veterans before refugees, working people before freeloaders, policemen before criminals and Churches before Mosques! Equal benefits must be equally deserved, don?t you agree?","https://www.facebook.com/patriototus/posts/1747956708805286"
"1360","Being Patriotic","Facebook.com/Patriototus","192477","2017-02-19","11:00:04","GMT-0500 ","5567","Facebook","Since FBI?s hands are tied by Obama?s pro-Muslim policy, an armed patriot is the only way to stop an extremist or a criminal. God bless the Second Amendment that saves our lives every day. We hope one day we'll forget this insane word ""gun-free zone"""". America will never be gun-free!""","https://www.facebook.com/patriototus/posts/1842827402651549"
"1361","Being Patriotic","Facebook.com/Patriototus","119711","2016-06-26","15:30:00","GMT-0400 ","5567","Facebook","I wonder how flag-vandalizing ?protesters? dare to call themselves Americans. No matter what are you standing for, no matter what are you ?offended? by ? there are thousands of ways to show your anxiety and wrath without insulting our sacred symbol.","https://www.facebook.com/patriototus/posts/1731360650464892"
"1362","Being Patriotic","Facebook.com/Patriototus","192818","2017-02-25","14:00:03","GMT-0500 ","5549","Facebook","Thank every veteran for protecting our freedom! The Government might have abandoned you, but the nation never will!","https://www.facebook.com/patriototus/posts/1845146369086319"
"1363","Being Patriotic","Facebook.com/Patriototus","72778","2016-05-09","08:30:00","GMT-0400 ","5544","Facebook","Good morning, people! We are One Nation Under God, and we're not afraid to show it! Never apologize for being Americans, never let our sacred symbols be offended and never be shy to show your love to our beautiful beloved country! God bless America!","https://www.facebook.com/patriototus/posts/1711182845816006"
"1364","Being Patriotic","Facebook.com/Patriototus","141022","2016-08-27","15:00:00","GMT-0400 ","5531","Facebook","When I think of America, I think of home. This is the land where I grew up. These are values that I share. Mine is the flag and country of which I have always held in my heart with great respect. But I feel very disappointed at the situation that is happening in my country. I feel very disappointed at what the current president has made of it. I hope everything will change and America will be strong again!","https://www.facebook.com/patriototus/posts/1757022634565360"
"1365","Being Patriotic","Facebook.com/Patriototus","0","2015-09-13","02:28:04","GMT-0400 ","5531","Facebook","We must share our values with our children and teach them to appreciate our traditions and our faith.","https://www.facebook.com/patriototus/posts/1632585913675700"
"1366","Being Patriotic","Facebook.com/Patriototus","193748","2017-03-07","17:00:00","GMT-0500 ","5530","Facebook","Do you agree?","https://www.facebook.com/patriototus/posts/1850980821836207"
"1367","Being Patriotic","Facebook.com/Patriototus","166997","2016-09-30","11:00:01","GMT-0400 ","5527","Facebook","What's wrong with our Government's priorities? We must shelter American veterans, American citizens and only than we can start helping someone else!","https://www.facebook.com/patriototus/posts/1774103922857231"
"1368","Being Patriotic","Facebook.com/Patriototus","0","2016-02-11","15:00:14","GMT-0500 ","5508","Facebook","I?m praying America turns to God. Will you join me?","https://www.facebook.com/patriototus/posts/1677105639223727"
"1369","Being Patriotic","Facebook.com/Patriototus","155499","2016-09-19","11:30:00","GMT-0400 ","5505","Facebook","The entire Garfield High School football team, including the coaches, refused to stand during the National Anthem on a football game. Kaepernick?s idiotic vagary has become an example to follow for many young brainwashed Americans. Acts like that are exactly what?s wrong with America today. Young liberals believe they can ?protest? by showing their disrespect to our Flag and our Anthem, and they don?t even care that thousands of American soldiers have died to protect their right to protest.","https://www.facebook.com/patriototus/posts/1769168546684102"
"1370","Being Patriotic","Facebook.com/Patriototus","0","2015-12-21","14:30:01","GMT-0500 ","5504","Facebook","Obama is going to admit 10,000 Syrian refugees, about 72% of whom are men of military age. Refugees are pouring into our great country from Syria. We don?t even know who they are. They could be ISIS. They could be anybody. What?s our president doing?","https://www.facebook.com/patriototus/posts/1659952954272329"
"1371","Being Patriotic","Facebook.com/Patriototus","0","2016-01-15","15:35:00","GMT-0500 ","5499","Facebook","Why are some people so stupid? Why do they think that vandalizing is better than demonstration of historical symbols? Well, some liberals just know nothing about American history. They reckon history offends them. However, they commit offence besides the fact that they demonstrate their ignorance. Vandals have already defaced monuments dedicated to the leaders and soldiers of the Confederacy in six states. Nevertheless, sometimes ignorance of vandals is shared by local authorities. For example, in North Carolina a contractor has removed the words ?Confederate Memorial? from the Orange County Historical Museum doorway. I just can't keep my crying when I see how Americans say ?no? to our history. If we don?t respect heroes of our great past, how we can be proud of the United States of America?","https://www.facebook.com/patriototus/posts/1668181200116171"
"1372","Being Patriotic","Facebook.com/Patriototus","180570","2016-10-30","12:00:01","GMT-0400 ","5488","Facebook","Never let the memory of our heroes be insulted!","https://www.facebook.com/patriototus/posts/1788279354773021"
"1373","Being Patriotic","Facebook.com/Patriototus","140377","2016-08-25","15:30:00","GMT-0400 ","5486","Facebook","A man, who has spilled his blood for this flag, will never stomp on it. A man, who never stood for it, should never be allowed to do it. Protect the Old Glory!","https://www.facebook.com/patriototus/posts/1757606404506983"
"1374","Being Patriotic","Facebook.com/Patriototus","0","2016-02-26","10:00:01","GMT-0500 ","5484","Facebook","Two Marines were brutally attacked on February, 12 in two unrelated incidents. One attack happened at a McDonald's when two black teenagers assaulted and robbed a veteran Marine. A second Marine, was left for dead after a being attacked in Northwest DC that same day, according to his family. To my mind, both of the incidents occurred because of the BLM movement and unarmed citizens who cannot protect themselves. The problem is that these attacks won't stop because the criminals are encouraged by the media and Libs. Folks are too stupid to realize that BLM participants are nothing more than a lawless gang of criminals. So now, BLM crowd are shifting targets from law enforcement to military in DC, knowing full well that the cops are armed and the military unarmed. America, how many heroes should die before people will finally realize it? I hope someone finally puts all of these animals in jail! Frankly, I think that the best way to stop it is to come together and hunt these thugs like we hunt any enemy in past. God bless you Marines. Get well soon!","https://www.facebook.com/patriototus/posts/1682008662066758"
"1375","Being Patriotic","Facebook.com/Patriototus","137779","2016-08-13","18:00:01","GMT-0400 ","5482","Facebook","We are a free nation as long as we keep our rights and our guns. God bless the Constitution granted to us by our forefathers and God bless the Second Amendment!","https://www.facebook.com/patriototus/posts/1751428415124782"
"1376","Being Patriotic","Facebook.com/Patriototus","0","2016-01-03","17:40:00","GMT-0500 ","5476","Facebook","We?re proud to be called Americans!! I can't understand how people are so obsessed about political correctness that they are ready to give up their past, their history! All they care about is some made-up feelings of other people, how come we accept it?! We have to learn from our history, we can't just forget it.","https://www.facebook.com/patriototus/posts/1662970540637237"
"1377","Being Patriotic","Facebook.com/Patriototus","0","2015-12-01","17:05:00","GMT-0500 ","5464","Facebook","These guys were sent to Vietnam by the government. But the government has forgotten sacrifices of American heroes. What could be worse for the nation?","https://www.facebook.com/patriototus/posts/1653565328244425"
"1378","Being Patriotic","Facebook.com/Patriototus","119262","2016-06-24","10:00:01","GMT-0400 ","5460","Facebook","Today our veterans need not only heroism during military actions, but also fortitude and patience on retirement. We?re really proud that our veterans keep their loyalty, love and devotion to America, despite all the hardness of after-service civilian life and despite the Government?s indifference to their lives.","https://www.facebook.com/patriototus/posts/1731606510440306"
"1379","Being Patriotic","Facebook.com/Patriototus","190252","2017-01-11","11:31:58","GMT-0500 ","5458","Facebook","""Only two defining forces have ever offered to die for you Jesus Christ and the American soldier! One died for your soul the other for your freedom.""""""","https://www.facebook.com/patriototus/posts/1824309877836635"
"1380","Being Patriotic","Facebook.com/Patriototus","0","2015-09-09","01:54:38","GMT-0400 ","5454","Facebook","America is Beautiful! What happened to it? Our ancestors fought for this country and what happened?","https://www.facebook.com/patriototus/posts/1631177293816562"
"1381","Being Patriotic","Facebook.com/Patriototus","71141","2016-04-27","08:30:00","GMT-0400 ","5450","Facebook","Good morning, patriots! There?s nothing stronger in this world than family ties. It?s so wonderful to see when patriotism and love to America is spread among the whole family, when elder people teach their children right. Not everything is lost, that?s what we feel when we see pictures like this. God bless your families, patriots! And have a good day!","https://www.facebook.com/patriototus/posts/1708455682755389"
"1382","Being Patriotic","Facebook.com/Patriototus","191113","2017-01-27","11:30:00","GMT-0500 ","5441","Facebook","We owe our soldiers and veterans who have protected our freedom and made America the world?s greatest country. God bless them all!","https://www.facebook.com/patriototus/posts/1830148933919396"
"1383","Being Patriotic","Facebook.com/Patriototus","0","2016-03-26","10:00:00","GMT-0400 ","5439","Facebook","Officer Allen Lee Jacobs was 28-years-old father of two young boys. His wife is now pregnant with Allen?s daughter due to be born in July. He received numerous medals and gratitude for his military service in Iraq. Officer Jacobs was shot after attempt to interview a known gang member. A growing number of the assaults on policemen could be caused by liberal propaganda spread by mass media to blacken brave American policemen. A fund has been setup at TD bank to help the family of Officer Allen Lee Jacobs. Donations can be made at any branch by specifying that it is for Officer Allen Jacobs? family.","https://www.facebook.com/patriototus/posts/1691640021103622"
"1384","Being Patriotic","Facebook.com/Patriototus","195669","2017-03-19","14:00:00","GMT-0400 ","5428","Facebook","So many people get ?offended? by the American flag and American culture. Yet none of them is offended by American benefits and all the privileges we have living in our wonderful country. Don?t these flag-haters know that hundreds of thousands of Americans have died in the name of this flag? It became so popular, so disgustingly common to insult the Old Glory, but none of the flag insulters remember that without this flag there would be no freedom. Without the American flag there would be no America.","https://www.facebook.com/patriototus/posts/1856191517981804"
"1385","Being Patriotic","Facebook.com/Patriototus","0","2016-01-06","12:15:00","GMT-0500 ","5402","Facebook","Obama should stop treating military veterans like garbage! Millions of American soldiers who were deployed in Iraq and Afghanistan struggle with the difficulties they face when they return back home. Despite the fact that Obama prefers to keep the problems hidden, our veterans cannot afford the level of medical care they need. The Government simply doesn't care for them!","https://www.facebook.com/patriototus/posts/1662973670636924"
"1386","Being Patriotic","Facebook.com/Patriototus","190506","2017-01-19","15:59:00","GMT-0500 ","5392","Facebook","The nation has to be thankful to our veterans. They put their lives at risk, defending our freedoms. They fought for our land... Obama?s government was unforgivably disrespectful to veterans. Yet our heroes remained absolutely loyal, fighting on the battlefields around the whole world. Have they not deserved proper treatment? The new government should take care of our veterans, period.","https://www.facebook.com/patriototus/posts/1828217427445880"
"1387","Being Patriotic","Facebook.com/Patriototus","192172","2017-02-13","09:30:43","GMT-0500 ","5391","Facebook","Nothing to add here!","https://www.facebook.com/patriototus/posts/1840614782872811"
"1388","Being Patriotic","Facebook.com/Patriototus","195259","2017-03-16","18:00:00","GMT-0400 ","5389","Facebook","Imagine the prosperity America could reach if only everyone was a patriot!","https://www.facebook.com/patriototus/posts/1855742428026713"
"1389","Being Patriotic","Facebook.com/Patriototus","112940","2016-06-16","08:30:00","GMT-0400 ","5383","Facebook","Good morning, Americans! Be proud of being a part of our great nation! We have the world?s strongest army of our bravest soldiers. We have our patriotic people, our wonderful land and our God guiding and protecting us. Have a good day, people!","https://www.facebook.com/patriototus/posts/1728419024092388"
"1390","Being Patriotic","Facebook.com/Patriototus","137431","2016-08-10","16:59:01","GMT-0400 ","5383","Facebook","?We?re going to protect Christianity. We don?t have to be politically correct about it.? ? Donald Trump.","https://www.facebook.com/patriototus/posts/1751069378494019"
"1391","Being Patriotic","Facebook.com/Patriototus","196355","2017-03-24","09:30:07","GMT-0400 ","5350","Facebook","Stand for America until your last dying breath!","https://www.facebook.com/patriototus/posts/1859522384315384"
"1392","Being Patriotic","Facebook.com/Patriototus","0","2015-12-20","17:05:01","GMT-0500 ","5349","Facebook","Why so liberal circles seek to set more restrictions on gun ownership? Why do they want to deprive law-abiding citizens a chance to defend themselves? I have thought for a long time about it. What if liberals want to disarm people, because they are afraid that citizens can use firearms against them? At least, Obama?s democratic socialism looks more like a tyranny.","https://www.facebook.com/patriototus/posts/1658712487729709"
"1393","Being Patriotic","Facebook.com/Patriototus","0","2016-04-11","16:59:00","GMT-0400 ","5348","Facebook","?Duty, Honor, Country. Those three hallowed words reverently dictate what you ought to be, what you can be, what you will be.? ? Douglas MacArthur. That?s what is wrong with the current generation of Americans. Our children no longer admire our generals, our Founding Fathers and our heroes. Movie stars, video game heroes, womanlike dressed pop stars - these are the growing generation?s idols. Teach your young, fellow patriots! Show them what our real heroes are: our ancestors, who spilled their blood for every letter of our Constitution and every star on the Old Glory, great politicians of the past, the ones our recent idiots in Capitol and the White House can only dream to be like, and our soldiers, our sons, brothers and husbands wearing military uniform to keep our freedom safe.","https://www.facebook.com/patriototus/posts/1702570753343882"
"1394","Being Patriotic","Facebook.com/Patriototus","0","2016-03-31","11:30:01","GMT-0400 ","5343","Facebook","Nothing is more inspiring than a soldier?s look. Readiness to protect his people is always reflected in our soldiers? eyes. Seeing our heroes we instantly realize we will be protected from any invader trying to take our land, from any enemy developing plots against our country, and even from our Government if it dares to try to take away our freedoms.","https://www.facebook.com/patriototus/posts/1697920103808947"
"1395","Being Patriotic","Facebook.com/Patriototus","148580","2016-09-12","16:30:01","GMT-0400 ","5335","Facebook","A simple message to everyone who gets offended by American flag, American traditions or Christianity ? just leave the country! If you?re not a part of our culture, if you?re not willing to accept it, why should it be our problem not yours? We?ve been building our nation for a long time not for someone to come and say ?oh, I feel uncomfortable, you have to change!? We are true patriots, we love waving our flag, we love singing our anthem, we love praying our God, and we?re damn proud of all of it. It?s more than a part of our culture, it?s the very part of ourselves! If you can?t handle it, if you get offended by it ? the world has hundreds of other countries and we?ll gladly help you pack.","https://www.facebook.com/patriototus/posts/1766065963661027"
"1396","Being Patriotic","Facebook.com/Patriototus","188870","2016-12-08","15:59:00","GMT-0500 ","5334","Facebook","A monument in Bladensburg, Maryland called Peace Cross erected more than 90 years ago to honor American soldiers who sacrificed themselves in World War I. The monument was designed by mothers of local soldiers who died in the war. And now some insane liberal group (American Humanist Association) wants to remove it because it includes a cross. This is so ridiculous! It is a memorial to our ancestors who gave their lives away in the name of our freedom. And yes, it?s a cross, so what? It may be ?offensive?? Bullshit! If you get offended by a cross ? just move to another country! Stop turning America into an anti-Christian anti-patriotic swamp. Or maybe it?s just a pathetic attempt to revenge? It?s not their candidate who won the election, and now they?re trying to commit as much treason as they can before January 20. We need to protect our history, our religion, our roots and our traditions!","https://www.facebook.com/patriototus/posts/1808042756130014"
"1397","Being Patriotic","Facebook.com/Patriototus","186489","2016-11-23","15:59:00","GMT-0500 ","5323","Facebook","Illegal immigration crisis must be solved as soon as possible! Under Obama?s reign our country has turned in some kind of twisted charity organization which, for some reason, helps only criminals. Our budget is being wasted on supporting people who, in their majority, hate everything about America, except for the benefits. We have to rage against this injustice and demand from politicians to stop all aid to illegal aliens. They broke the law when they crossed our border illegally and they should be punished according to our immigration laws. What kind of punishment? Deportation! Believe me, illegal immigration would stop surging, as soon as illegals realize that they aren?t going to get jack from American government!","https://www.facebook.com/patriototus/posts/1800306833570273"
"1398","Being Patriotic","Facebook.com/Patriototus","198022","2017-04-11","15:34:41","GMT-0400 ","5321","Facebook","This is what liberal teens should learn before comparing someone to a Nazi and before showing their show-off 'compassion' to extremist religious beliefs.","https://www.facebook.com/patriototus/posts/1869187370015552"
